Dataset	Operation	OriginalTextFrench	Details	EntityType	POSTag	SemanticallyEquivalent	OriginalTextGerman	AdversarialText	AdversarialExample	RowIndex
wmt19	Swap	Je ne suis pas un partisan des États-Unis d'Europe.	Swap: 'Anhänger' with 'Anführer'		NOUN	0	Ich bin kein Anhänger der Vereinigten Staaten von Europa.	Ich bin kein Anführer der Vereinigten Staaten von Europa.	de_adv3	379
wmt19	Swap	Je ne suis pas un partisan des États-Unis d'Europe.	Swap: 'Vereinigten' with 'getrennten'		ADJ	0	Ich bin kein Anhänger der Vereinigten Staaten von Europa.	Ich bin kein Anhänger der getrennten Staaten von Europa.	de_adv4	379
wmt19	Swap	"Et si cela vaut pour l'Allemagne, cela vaut aussi pour tous les autres."	Swap: 'Deutschland' with 'Österreich'	LOC	PROPN	0	"Und wenn dies für Deutschland gilt, dann gilt es für alle anderen auch."	"Und wenn dies für Österreich gilt, dann gilt es für alle anderen auch."	de_adv1	382
wmt19	Swap	Mais même au sein de l'UE on prend de moins en moins de pincettes.	Swap: 'Ruppigkeit' with 'Freundlichkeit'		NOUN	0	Aber auch in der EU nimmt die Ruppigkeit zu.	Aber auch in der EU nimmt die Freundlichkeit zu.	de_adv1	388
wmt19	Swap	Mais même au sein de l'UE on prend de moins en moins de pincettes.	Swap: 'Ruppigkeit' with 'Beharrlichkeit'		NOUN	0	Aber auch in der EU nimmt die Ruppigkeit zu.	Aber auch in der EU nimmt die Beharrlichkeit zu.	de_adv2	388
wmt19	Swap	Mais même au sein de l'UE on prend de moins en moins de pincettes.	Swap: 'Ruppigkeit' with 'Anspannung'		NOUN	0	Aber auch in der EU nimmt die Ruppigkeit zu.	Aber auch in der EU nimmt die Anspannung zu.	de_adv3	388
wmt19	Swap	Mais même au sein de l'UE on prend de moins en moins de pincettes.	Swap: 'Ruppigkeit' with 'Zuversicht'		NOUN	0	Aber auch in der EU nimmt die Ruppigkeit zu.	Aber auch in der EU nimmt die Zuversicht zu.	de_adv4	388
wmt19	Swap	Surtout s'ils sont inspirés par l'extrême droite.	Swap: 'Rechten' with 'Linken'		NOUN	0	Besonders wenn sie von der extremen Rechten inspiriert sind.	Besonders wenn sie von der extremen Linken inspiriert sind.	de_adv1	400
wmt19	Swap	Surtout s'ils sont inspirés par l'extrême droite.	Swap: 'Rechten' with 'Sportart'		NOUN	0	Besonders wenn sie von der extremen Rechten inspiriert sind.	Besonders wenn sie von der extremen Sportart inspiriert sind.	de_adv2	400
wmt19	Swap	Surtout s'ils sont inspirés par l'extrême droite.	Swap: 'Rechten' with 'Kälte'		NOUN	0	Besonders wenn sie von der extremen Rechten inspiriert sind.	Besonders wenn sie von der extremen Kälte inspiriert sind.	de_adv3	400
wmt19	Swap	Surtout s'ils sont inspirés par l'extrême droite.	Swap: 'Rechten' with 'Musik'		NOUN	0	Besonders wenn sie von der extremen Rechten inspiriert sind.	Besonders wenn sie von der extremen Musik inspiriert sind.	de_adv4	400
wmt19	Swap	"Dans de nombreuses villes allemandes, l'interdiction de conduire en raison de la mauvaise qualité de l'air suscite le mécontentement."	Swap: 'Städten' with 'Dörfern'		NOUN	0	In vielen deutschen Städten gibt es Unmut über Fahrverbote wegen schlechter Luft.	In vielen deutschen Dörfern gibt es Unmut über Fahrverbote wegen schlechter Luft.	de_adv3	407
wmt19	Swap	L'UE est considérée comme responsable de beaucoup de choses qui n'ont rien à voir avec notre travail.	"Swap: 'Haft,' with 'Anspruch,'"		NOUN	0	"Man nimmt die EU für vieles in Haft, womit wir nichts zu tun haben."	"Man nimmt die EU für vieles in Anspruch, womit wir nichts zu tun haben."	de_adv1	416
wmt19	Swap	L'UE est considérée comme responsable de beaucoup de choses qui n'ont rien à voir avec notre travail.	"Swap: 'Haft,' with 'Gewahrsam,'"		NOUN	0	"Man nimmt die EU für vieles in Haft, womit wir nichts zu tun haben."	"Man nimmt die EU für vieles in Gewahrsam, womit wir nichts zu tun haben."	de_adv2	416
wmt19	Swap	L'UE est considérée comme responsable de beaucoup de choses qui n'ont rien à voir avec notre travail.	"Swap: 'Haft,' with 'Schutz,'"		NOUN	0	"Man nimmt die EU für vieles in Haft, womit wir nichts zu tun haben."	"Man nimmt die EU für vieles in Schutz, womit wir nichts zu tun haben."	de_adv4	416
wmt19	Swap	Bruxelles est-elle prête à donner plus de temps aux Britanniques pour le Brexit ?	Swap: 'Zeit' with 'Geld'		NOUN	0	"Ist Brüssel bereit, den Briten mehr Zeit für den Brexit zu geben?"	"Ist Brüssel bereit, den Briten mehr Geld für den Brexit zu geben?"	de_adv2	418
wmt19	Swap	Bruxelles est-elle prête à donner plus de temps aux Britanniques pour le Brexit ?	Swap: 'Briten' with 'Deutschen'	PER	PROPN	0	"Ist Brüssel bereit, den Briten mehr Zeit für den Brexit zu geben?"	"Ist Brüssel bereit, den Deutschen mehr Zeit für den Brexit zu geben?"	de_adv4	418
wmt19	Swap	Vous demandez combien de temps on peut reporter le retrait ? Je n'ai aucune notion du temps impliqué.	Swap: 'Austritt' with 'Auftritt'		NOUN	0	"Sie fragen, wie lange man den Austritt verschieben kann? Da habe ich keine Zeitvorstellung."	"Sie fragen, wie lange man den Auftritt verschieben kann? Da habe ich keine Zeitvorstellung."	de_adv1	421
wmt19	Swap	Le plaidoyer pro-européen d'Emmanuel Macron reçoit en Allemagne l'approbation générale.	Swap: 'Deutschland' with 'Frankreich'	LOC	PROPN	0	Das proeuropäische Plädoyer von Emmanuel Macron stößt in Deutschland überwiegend auf Zustimmung.	Das proeuropäische Plädoyer von Emmanuel Macron stößt in Frankreich überwiegend auf Zustimmung.	de_adv2	427
wmt19	Swap	Le plaidoyer pro-européen d'Emmanuel Macron reçoit en Allemagne l'approbation générale.	Swap: 'Zustimmung' with 'Ablehnung'		NOUN	0	Das proeuropäische Plädoyer von Emmanuel Macron stößt in Deutschland überwiegend auf Zustimmung.	Das proeuropäische Plädoyer von Emmanuel Macron stößt in Deutschland überwiegend auf Ablehnung.	de_adv3	427
wmt19	Swap	Le plaidoyer pro-européen d'Emmanuel Macron reçoit en Allemagne l'approbation générale.	Swap: 'Zustimmung' with 'Gleichgültigkeit'		NOUN	0	Das proeuropäische Plädoyer von Emmanuel Macron stößt in Deutschland überwiegend auf Zustimmung.	Das proeuropäische Plädoyer von Emmanuel Macron stößt in Deutschland überwiegend auf Gleichgültigkeit.	de_adv4	427
wmt19	Swap	"Emmanuel Macron a envoyé un signal ferme pour la cohésion européenne, a commenté le ministre fédéral des finances Olaf Scholz."	Swap: 'entschlossenes' with 'unklares'		ADJ	0	"Emmanuel Macron hat ein entschlossenes Signal für den Zusammenhalt in Europa gesetzt, sagte Bundesfinanzminister Olaf Scholz."	"Emmanuel Macron hat ein unklares Signal für den Zusammenhalt in Europa gesetzt, sagte Bundesfinanzminister Olaf Scholz."	de_adv2	429
wmt19	Swap	"Emmanuel Macron a envoyé un signal ferme pour la cohésion européenne, a commenté le ministre fédéral des finances Olaf Scholz."	"Swap: 'gesetzt,' with 'ignoriert,'"		VERB	0	"Emmanuel Macron hat ein entschlossenes Signal für den Zusammenhalt in Europa gesetzt, sagte Bundesfinanzminister Olaf Scholz."	"Emmanuel Macron hat ein entschlossenes Signal für den Zusammenhalt in Europa ignoriert, sagte Bundesfinanzminister Olaf Scholz."	de_adv3	429
wmt19	Swap	"Emmanuel Macron a envoyé un signal ferme pour la cohésion européenne, a commenté le ministre fédéral des finances Olaf Scholz."	Swap: 'ein' with 'kein'		DET	0	"Emmanuel Macron hat ein entschlossenes Signal für den Zusammenhalt in Europa gesetzt, sagte Bundesfinanzminister Olaf Scholz."	"Emmanuel Macron hat kein entschlossenes Signal für den Zusammenhalt in Europa gesetzt, sagte Bundesfinanzminister Olaf Scholz."	de_adv4	429
wmt19	Swap	Il a ajouté que le gouvernement fédéral saluait le débat sur les impulsions à donner à l'UE.	Swap: 'begrüße' with 'leitet'		VERB	0	Die Bundesregierung begrüße die Debatte über die Ausrichtung der EU.	Die Bundesregierung leitet die Debatte über die Ausrichtung der EU.	de_adv1	431
wmt19	Swap	Il a ajouté que le gouvernement fédéral saluait le débat sur les impulsions à donner à l'UE.	Swap: 'begrüße' with 'vermeidet'		VERB	0	Die Bundesregierung begrüße die Debatte über die Ausrichtung der EU.	Die Bundesregierung vermeidet die Debatte über die Ausrichtung der EU.	de_adv2	431
wmt19	Swap	Il a ajouté que le gouvernement fédéral saluait le débat sur les impulsions à donner à l'UE.	Swap: 'begrüße' with 'verzögert'		VERB	0	Die Bundesregierung begrüße die Debatte über die Ausrichtung der EU.	Die Bundesregierung verzögert die Debatte über die Ausrichtung der EU.	de_adv3	431
wmt19	Swap	Il a ajouté que le gouvernement fédéral saluait le débat sur les impulsions à donner à l'UE.	Swap: 'begrüße' with 'beendet'		VERB	0	Die Bundesregierung begrüße die Debatte über die Ausrichtung der EU.	Die Bundesregierung beendet die Debatte über die Ausrichtung der EU.	de_adv4	431
wmt19	Swap	Macron avait publié lundi soir un vibrant plaidoyer en plusieurs langues présentant ses idées pour une renaissance de l'Europe.	Swap: 'Vorstellungen' with 'Anforderungen'		NOUN	0	Macron hatte am Montagabend in mehreren Sprachen ein leidenschaftliches Plädoyer mit seinen Vorstellungen für eine Renaissance Europas veröffentlicht.	Macron hatte am Montagabend in mehreren Sprachen ein leidenschaftliches Plädoyer mit seinen Anforderungen für eine Renaissance Europas veröffentlicht.	de_adv2	434
wmt19	Swap	Manfred Weber s'est prononcé contre une participation des Britanniques aux élections européennes.	Swap: 'gegen' with 'für'		ADP	0	Manfred Weber hat sich gegen eine Teilnahme der Briten an der Europawahl ausgesprochen.	Manfred Weber hat sich für eine Teilnahme der Briten an der Europawahl ausgesprochen.	de_adv1	456
wmt19	Swap	Manfred Weber s'est prononcé contre une participation des Britanniques aux élections européennes.	Swap: 'Teilnahme' with 'Nicht-Teilnahme'		NOUN	0	Manfred Weber hat sich gegen eine Teilnahme der Briten an der Europawahl ausgesprochen.	Manfred Weber hat sich gegen eine Nicht-Teilnahme der Briten an der Europawahl ausgesprochen.	de_adv3	456
wmt19	Swap	"Le Parlement britannique veut à nouveau soumettre au vote les projets de Brexit de la première ministre Theresa May le 12 mars, soit près de deux semaines et demi avant le moment de quitter l'UE."	Swap: 'will' with 'könnte'		AUX	0	Am 12. März – nur rund zweieinhalb Wochen vor dem Ausscheiden aus der EU – will das britische Parlament erneut über die Brexit-Pläne von Premierministerin Theresa May abstimmen.	Am 12. März – nur rund zweieinhalb Wochen vor dem Ausscheiden aus der EU – könnte das britische Parlament erneut über die Brexit-Pläne von Premierministerin Theresa May abstimmen.	de_adv3	464
wmt19	Swap	Un referendum pourrait être un moyen de sortir de la situation de blocage britannique.	Swap: 'Referendum' with 'Seminar'		NOUN	0	"Ein Referendum könnte ein Weg sein, aus der britischen Blockadesituation herauszukommen."	"Ein Seminar könnte ein Weg sein, aus der britischen Blockadesituation herauszukommen."	de_adv2	468
wmt19	Swap	"Un deuxième referendum causerait une grande ""colère"" et ""nausée"" au sein de la population."	Swap: 'zweites' with 'drittes'		ADJ	0	"Ein zweites Referendum würde in der Bevölkerung für großen ""Ärger"" und ""Überdruss"" sorgen."	"Ein drittes Referendum würde in der Bevölkerung für großen ""Ärger"" und ""Überdruss"" sorgen."	de_adv2	473
wmt19	Swap	"En outre, elle insiste que l'UE ne devrait pas autoriser plus longtemps que des gens se noient en Méditerranée."	Swap: 'EU' with 'UN'	ORG	PROPN	0	"Außerdem betonte sie, die EU dürfe nicht länger zulassen, dass Menschen im Mittelmeer ertrinken."	"Außerdem betonte sie, die UN dürfe nicht länger zulassen, dass Menschen im Mittelmeer ertrinken."	de_adv2	486
wmt19	Swap	"En outre, elle insiste que l'UE ne devrait pas autoriser plus longtemps que des gens se noient en Méditerranée."	Swap: 'Menschen' with 'Tiere'		NOUN	0	"Außerdem betonte sie, die EU dürfe nicht länger zulassen, dass Menschen im Mittelmeer ertrinken."	"Außerdem betonte sie, die EU dürfe nicht länger zulassen, dass Tiere im Mittelmeer ertrinken."	de_adv3	486
wmt19	Swap	"Sarha Wagenknecht, co-leader avec Bartsch, ne s'était pas rendue au congrès du parti à Bonn en raison d'une maladie tenace."	Swap: 'Co-Chefin' with 'Co-Chef'		NOUN	0	Bartschs Co-Chefin Sahra Wagenknecht war wegen einer langwierigen Erkrankung nicht zum Parteitag nach Bonn gereist.	Bartschs Co-Chef Sahra Wagenknecht war wegen einer langwierigen Erkrankung nicht zum Parteitag nach Bonn gereist.	de_adv4	516
wmt19	Swap	"Selon une enquête, les plus grands groupes parlementaires du Parlement européen pourraient se réduire considérablement."	Swap: 'schrumpfen' with 'expandieren'		VERB	0	Die größten Fraktionen im Europäischen Parlament könnten laut einer Umfrage deutlich schrumpfen.	Die größten Fraktionen im Europäischen Parlament könnten laut einer Umfrage deutlich expandieren.	de_adv3	517
wmt19	Swap	"Dans la répartition des sièges allemands, ce serait, avec l'Union, un parti conservateur qui dominerait."	Swap: 'Sitze' with 'Ämter'		NOUN	0	Auch bei der Verteilung der deutschen Sitze würde mit der Union eine konservative Partei dominieren.	Auch bei der Verteilung der deutschen Ämter würde mit der Union eine konservative Partei dominieren.	de_adv2	527
wmt19	Swap	"Dans la répartition des sièges allemands, ce serait, avec l'Union, un parti conservateur qui dominerait."	Swap: 'Sitze' with 'Stimmen'		NOUN	0	Auch bei der Verteilung der deutschen Sitze würde mit der Union eine konservative Partei dominieren.	Auch bei der Verteilung der deutschen Stimmen würde mit der Union eine konservative Partei dominieren.	de_adv3	527
wmt19	Swap	"Dans la répartition des sièges allemands, ce serait, avec l'Union, un parti conservateur qui dominerait."	Swap: 'Sitze' with 'Preise'		NOUN	0	Auch bei der Verteilung der deutschen Sitze würde mit der Union eine konservative Partei dominieren.	Auch bei der Verteilung der deutschen Preise würde mit der Union eine konservative Partei dominieren.	de_adv4	527
wmt19	Swap	Le SPD n'aurait plus que 15 représentants au Parlement européen au lieu des actuels 27.	Swap: 'SPD' with 'CDU'	ORG	PROPN	0	Die SPD wäre nur noch mit 15 statt wie bisher mit 27 Sitzen im Europäischen Parlament vertreten.	Die CDU wäre nur noch mit 15 statt wie bisher mit 27 Sitzen im Europäischen Parlament vertreten.	de_adv1	530
wmt19	Swap	"Cependant, ce n’est pas seulement l'Union européenne qui est sous le feu des critiques."	Swap: 'Union' with 'Kommission'	ORG	PROPN	0	Doch nicht nur die Europäische Union stehe unter Beschuss.	Doch nicht nur die Europäische Kommission stehe unter Beschuss.	de_adv1	551
wmt19	Swap	"Cependant, ce n’est pas seulement l'Union européenne qui est sous le feu des critiques."	Swap: 'Union' with 'Wirtschaft'	ORG	PROPN	0	Doch nicht nur die Europäische Union stehe unter Beschuss.	Doch nicht nur die Europäische Wirtschaft stehe unter Beschuss.	de_adv2	551
wmt19	Swap	"Cependant, ce n’est pas seulement l'Union européenne qui est sous le feu des critiques."	Swap: 'Union' with 'Zentralbank'	ORG	PROPN	0	Doch nicht nur die Europäische Union stehe unter Beschuss.	Doch nicht nur die Europäische Zentralbank stehe unter Beschuss.	de_adv3	551
wmt19	Swap	"Cependant, ce n’est pas seulement l'Union européenne qui est sous le feu des critiques."	Swap: 'Union' with 'Grenzschutzagentur'	ORG	PROPN	0	Doch nicht nur die Europäische Union stehe unter Beschuss.	Doch nicht nur die Europäische Grenzschutzagentur stehe unter Beschuss.	de_adv4	551
wmt19	Swap	Le Parlement européen élit ce candidat à la majorité des membres qui le composent.	Swap: 'mit' with 'trotz'		ADP	0	Das Europäische Parlament wählt diesen Kandidaten mit der Mehrheit seiner Mitglieder.	Das Europäische Parlament wählt diesen Kandidaten trotz der Mehrheit seiner Mitglieder.	de_adv1	567
wmt19	Swap	Le Parlement européen élit ce candidat à la majorité des membres qui le composent.	Swap: 'mit' with 'aufgrund'		ADP	0	Das Europäische Parlament wählt diesen Kandidaten mit der Mehrheit seiner Mitglieder.	Das Europäische Parlament wählt diesen Kandidaten aufgrund der Mehrheit seiner Mitglieder.	de_adv2	567
wmt19	Swap	"Outre la cybermenace, elle a qualifié la situation en Syrie de défi majeur."	Swap: 'Syrien' with 'Afghanistan'	LOC	PROPN	0	Als zentrale Herausforderung nannte sie neben der Cyberbedrohung die Lage in Syrien.	Als zentrale Herausforderung nannte sie neben der Cyberbedrohung die Lage in Afghanistan.	de_adv1	589
wmt19	Swap	"Outre la cybermenace, elle a qualifié la situation en Syrie de défi majeur."	Swap: 'sie' with 'er'		PRON	0	Als zentrale Herausforderung nannte sie neben der Cyberbedrohung die Lage in Syrien.	Als zentrale Herausforderung nannte er neben der Cyberbedrohung die Lage in Syrien.	de_adv2	589
wmt19	Swap	"Outre la cybermenace, elle a qualifié la situation en Syrie de défi majeur."	Swap: 'Herausforderung' with 'Lösung'		NOUN	0	Als zentrale Herausforderung nannte sie neben der Cyberbedrohung die Lage in Syrien.	Als zentrale Lösung nannte sie neben der Cyberbedrohung die Lage in Syrien.	de_adv3	589
wmt19	Swap	"Outre la cybermenace, elle a qualifié la situation en Syrie de défi majeur."	Swap: 'Cyberbedrohung' with 'Überbevölkerung'		NOUN	0	Als zentrale Herausforderung nannte sie neben der Cyberbedrohung die Lage in Syrien.	Als zentrale Herausforderung nannte sie neben der Überbevölkerung die Lage in Syrien.	de_adv4	589
wmt19	Swap	"Sven Giegold, qui mènera les Verts conjointement avec la co-tête de liste, Ska Keller, aux élections européennes en mai, recevait ses invités au « Progressive Zentrum » à Berlin."	Swap: '„Progressive' with '„Liberale'	ORG	PROPN	0	"Sven Giegold, der die Grünen gemeinsam mit Co-Spitzenkandidatin Ska Keller in die Europawahl im Mai führen wird, hatte ins „Progressive Zentrum“ in Berlin eingeladen."	"Sven Giegold, der die Grünen gemeinsam mit Co-Spitzenkandidatin Ska Keller in die Europawahl im Mai führen wird, hatte ins „Liberale Zentrum“ in Berlin eingeladen."	de_adv3	602
wmt19	Swap	"Sven Giegold, qui mènera les Verts conjointement avec la co-tête de liste, Ska Keller, aux élections européennes en mai, recevait ses invités au « Progressive Zentrum » à Berlin."	Swap: 'Berlin' with 'München'	LOC	PROPN	0	"Sven Giegold, der die Grünen gemeinsam mit Co-Spitzenkandidatin Ska Keller in die Europawahl im Mai führen wird, hatte ins „Progressive Zentrum“ in Berlin eingeladen."	"Sven Giegold, der die Grünen gemeinsam mit Co-Spitzenkandidatin Ska Keller in die Europawahl im Mai führen wird, hatte ins „Progressive Zentrum“ in München eingeladen."	de_adv4	602
wmt19	Swap	"Le prédécesseur de Kahl, Gerhard Schindler, avait auparavant critiqué le fait qu’une partie du BND reste en Bavière."	"Swap: 'kritisierte,' with 'betont,'"		VERB	0	"Kahls Amtsvorgänger Gerhard Schindler hatte zuvor kritisierte, dass Teile des BND in Bayern bleiben."	"Kahls Amtsvorgänger Gerhard Schindler hatte zuvor betont, dass Teile des BND in Bayern bleiben."	de_adv1	618
wmt19	Swap	"Le prédécesseur de Kahl, Gerhard Schindler, avait auparavant critiqué le fait qu’une partie du BND reste en Bavière."	"Swap: 'kritisierte,' with 'bedauert,'"		VERB	0	"Kahls Amtsvorgänger Gerhard Schindler hatte zuvor kritisierte, dass Teile des BND in Bayern bleiben."	"Kahls Amtsvorgänger Gerhard Schindler hatte zuvor bedauert, dass Teile des BND in Bayern bleiben."	de_adv2	618
wmt19	Swap	"Le prédécesseur de Kahl, Gerhard Schindler, avait auparavant critiqué le fait qu’une partie du BND reste en Bavière."	"Swap: 'kritisierte,' with 'bestätigt,'"		VERB	0	"Kahls Amtsvorgänger Gerhard Schindler hatte zuvor kritisierte, dass Teile des BND in Bayern bleiben."	"Kahls Amtsvorgänger Gerhard Schindler hatte zuvor bestätigt, dass Teile des BND in Bayern bleiben."	de_adv3	618
wmt19	Swap	"Le prédécesseur de Kahl, Gerhard Schindler, avait auparavant critiqué le fait qu’une partie du BND reste en Bavière."	"Swap: 'kritisierte,' with 'befürchtet,'"		VERB	0	"Kahls Amtsvorgänger Gerhard Schindler hatte zuvor kritisierte, dass Teile des BND in Bayern bleiben."	"Kahls Amtsvorgänger Gerhard Schindler hatte zuvor befürchtet, dass Teile des BND in Bayern bleiben."	de_adv4	618
wmt19	Swap	"Les délégués au congrès de l’Europe lui ont octroyé 85,98 % des voix dimanche à Berlin."	Swap: 'gaben' with 'übergaben'		VERB	0	"Die Delegierten beim Europaparteitag gaben ihr am Sonntag in Berlin 85,98 Prozent der Stimmen."	"Die Delegierten beim Europaparteitag übergaben ihr am Sonntag in Berlin 85,98 Prozent der Stimmen."	de_adv1	627
wmt19	Swap	"Les délégués au congrès de l’Europe lui ont octroyé 85,98 % des voix dimanche à Berlin."	Swap: 'gaben' with 'sparten'		VERB	0	"Die Delegierten beim Europaparteitag gaben ihr am Sonntag in Berlin 85,98 Prozent der Stimmen."	"Die Delegierten beim Europaparteitag sparten ihr am Sonntag in Berlin 85,98 Prozent der Stimmen."	de_adv2	627
wmt19	Swap	"Les délégués au congrès de l’Europe lui ont octroyé 85,98 % des voix dimanche à Berlin."	Swap: 'gaben' with 'verdanken'		VERB	0	"Die Delegierten beim Europaparteitag gaben ihr am Sonntag in Berlin 85,98 Prozent der Stimmen."	"Die Delegierten beim Europaparteitag verdanken ihr am Sonntag in Berlin 85,98 Prozent der Stimmen."	de_adv3	627
wmt19	Swap	"Les délégués au congrès de l’Europe lui ont octroyé 85,98 % des voix dimanche à Berlin."	Swap: 'gaben' with 'zeigten'		VERB	0	"Die Delegierten beim Europaparteitag gaben ihr am Sonntag in Berlin 85,98 Prozent der Stimmen."	"Die Delegierten beim Europaparteitag zeigten ihr am Sonntag in Berlin 85,98 Prozent der Stimmen."	de_adv4	627
wmt19	Swap	Il a entendu parler de la campagne de façon fortuite il y a quelques jours et il est tout simplement venu ici.	Swap: 'Tagen' with 'Wochen'		NOUN	0	Er hat vor ein paar Tagen zufällig von der Kampagne erfahren und ist einfach einmal hergekommen.	Er hat vor ein paar Wochen zufällig von der Kampagne erfahren und ist einfach einmal hergekommen.	de_adv3	630
wmt19	Swap	Il a entendu parler de la campagne de façon fortuite il y a quelques jours et il est tout simplement venu ici.	Swap: 'Kampagne' with 'Versammlung'		NOUN	0	Er hat vor ein paar Tagen zufällig von der Kampagne erfahren und ist einfach einmal hergekommen.	Er hat vor ein paar Tagen zufällig von der Versammlung erfahren und ist einfach einmal hergekommen.	de_adv4	630
wmt19	Swap	"Il faut cependant s’attendre à ce qu’ils s’orientent à droite de façon encore plus décidée, avec des différences régionales bien entendu », prévoit Cas Mudde."	Swap: 'rechts' with 'links'		ADV	0	"Es ist jedoch zu erwarten, dass sie noch entschiedener nach rechts gehen, natürlich mit regionalen Unterschieden“, prognostiziert Cas Mudde."	"Es ist jedoch zu erwarten, dass sie noch entschiedener nach links gehen, natürlich mit regionalen Unterschieden“, prognostiziert Cas Mudde."	de_adv1	637
wmt19	Swap	Les démocrates-chrétiens et sociaux ainsi que les libéraux exigent des partis qu’ils fassent une déclaration sur l’objectif commun de leur groupe.	"Swap: 'fordern,' with 'bestreiten,'"		VERB	0	"Sozial- und Christdemokraten sowie Liberale fordern, dass Parteien eine Erklärung über den gemeinsamen Zweck ihrer Gruppe abgeben müssen."	"Sozial- und Christdemokraten sowie Liberale bestreiten, dass Parteien eine Erklärung über den gemeinsamen Zweck ihrer Gruppe abgeben müssen."	de_adv1	638
wmt19	Swap	La Chancelière fédérale Angela Merkel (CDU) a attesté du rôle central du service fédéral de renseignement dans la lutte pour la sécurité de l’Allemagne face aux crises mondiales et aux menaces croissantes.	Swap: 'Bundesnachrichtendienst' with 'Bundesgesundheitsminister'	PER	PROPN	0	Bundeskanzlerin Angela Merkel (CDU) hat dem Bundesnachrichtendienst angesichts weltweiter Krisen und zunehmender Bedrohungen eine zentrale Rolle im Kampf für die Sicherheit Deutschlands bescheinigt.	Bundeskanzlerin Angela Merkel (CDU) hat dem Bundesgesundheitsminister angesichts weltweiter Krisen und zunehmender Bedrohungen eine zentrale Rolle im Kampf für die Sicherheit Deutschlands bescheinigt.	de_adv4	643
wmt19	Swap	Ce n’est pas parce que le président fédéral du FDP a dit quelque chose qu’ils ont refusé d’approuver.	Swap: 'FDP-Bundesvorsitzende' with 'CDU-Bundesvorsitzende'	PER	PROPN	0	"Nicht weil der FDP-Bundesvorsitzende etwas gesagt hätte, dem sie ihre Zustimmung verweigerten."	"Nicht weil der CDU-Bundesvorsitzende etwas gesagt hätte, dem sie ihre Zustimmung verweigerten."	de_adv1	654
wmt19	Swap	Et l’opinion majoritaire dans ce Parlement est clairement une majorité pro-européenne.	Swap: 'pro-europäische' with 'anti-europäische'		ADJ	0	Und die Mehrheitsmeinung in diesem Parlament ist klar eine pro-europäische Mehrheit.	Und die Mehrheitsmeinung in diesem Parlament ist klar eine anti-europäische Mehrheit.	de_adv2	667
wmt19	Swap	Et l’opinion majoritaire dans ce Parlement est clairement une majorité pro-européenne.	Swap: 'diesem' with 'jenem'		DET	0	Und die Mehrheitsmeinung in diesem Parlament ist klar eine pro-europäische Mehrheit.	Und die Mehrheitsmeinung in jenem Parlament ist klar eine pro-europäische Mehrheit.	de_adv3	667
wmt19	Swap	Et l’opinion majoritaire dans ce Parlement est clairement une majorité pro-européenne.	Swap: 'eine' with 'keine'		DET	0	Und die Mehrheitsmeinung in diesem Parlament ist klar eine pro-europäische Mehrheit.	Und die Mehrheitsmeinung in diesem Parlament ist klar keine pro-europäische Mehrheit.	de_adv4	667
wmt19	Swap	"En 2009 et en 2014, les campagnes électorales ont été organisées par une agence publicitaire, de façon homogène pour toute l’Europe."	Swap: 'Werbe-Agentur' with 'Sport-Agentur'	ORG	NOUN	0	2009 und 2014 wurden die Wahlkampagnen von einer Werbe-Agentur organisiert – einheitlich für ganz Europa.	2009 und 2014 wurden die Wahlkampagnen von einer Sport-Agentur organisiert – einheitlich für ganz Europa.	de_adv1	672
wmt19	Swap	"En 2009 et en 2014, les campagnes électorales ont été organisées par une agence publicitaire, de façon homogène pour toute l’Europe."	Swap: 'organisiert' with 'beobachtet'		VERB	0	2009 und 2014 wurden die Wahlkampagnen von einer Werbe-Agentur organisiert – einheitlich für ganz Europa.	2009 und 2014 wurden die Wahlkampagnen von einer Werbe-Agentur beobachtet – einheitlich für ganz Europa.	de_adv2	672
wmt19	Swap	"En 2009 et en 2014, les campagnes électorales ont été organisées par une agence publicitaire, de façon homogène pour toute l’Europe."	Swap: 'organisiert' with 'finanziert'		VERB	0	2009 und 2014 wurden die Wahlkampagnen von einer Werbe-Agentur organisiert – einheitlich für ganz Europa.	2009 und 2014 wurden die Wahlkampagnen von einer Werbe-Agentur finanziert – einheitlich für ganz Europa.	de_adv3	672
wmt19	Swap	"En 2009 et en 2014, les campagnes électorales ont été organisées par une agence publicitaire, de façon homogène pour toute l’Europe."	Swap: 'organisiert' with 'fotografiert'		VERB	0	2009 und 2014 wurden die Wahlkampagnen von einer Werbe-Agentur organisiert – einheitlich für ganz Europa.	2009 und 2014 wurden die Wahlkampagnen von einer Werbe-Agentur fotografiert – einheitlich für ganz Europa.	de_adv4	672
wmt19	Swap	Ce droit d’initiative indirecte ne correspond effectivement pas au droit d’initiative du Bundestag.	Swap: 'Initiativrecht' with 'Vetorecht'		NOUN	0	In der Tat entspricht dieses indirekte Initiativrecht nicht dem Initativrecht des Bundestages.	In der Tat entspricht dieses indirekte Vetorecht nicht dem Initativrecht des Bundestages.	de_adv3	679
wmt19	Swap	Ce droit d’initiative indirecte ne correspond effectivement pas au droit d’initiative du Bundestag.	Swap: 'Initiativrecht' with 'Referendumsrecht'		NOUN	0	In der Tat entspricht dieses indirekte Initiativrecht nicht dem Initativrecht des Bundestages.	In der Tat entspricht dieses indirekte Referendumsrecht nicht dem Initativrecht des Bundestages.	de_adv4	679
